Sequence,ID,Netzbetreiber,VSE-ID,Kategorie,Netznutzung,Energie,Abgabe,KEV,Total exkl. MWST
4820,530,Energieversorgung Pieterlen,10133012345,C2,7.81595555555556,6.74223888888889,2.82,2.3,19.6781944444444
4821,530,Energieversorgung Pieterlen,10133012345,C3,6.14,5.46177777777778,2.82,2.3,16.7217777777778
4822,530,Energieversorgung Pieterlen,10133012345,C4,5.856,5.34546666666667,2.82,2.3,16.3214666666667
4823,532,Energieversorgung Schänis AG,10386012345,H1,14.9792857142857,6.70446428571428,0.5,2.3,24.48375
4824,532,Energieversorgung Schänis AG,10386012345,H2,12.2588571428571,6.68914285714286,0.5,2.3,21.748
4825,532,Energieversorgung Schänis AG,10386012345,H3,9.71714285714286,6.38285714285714,0.5,2.3,18.9
4826,532,Energieversorgung Schänis AG,10386012345,H4,10.1666666666667,6.72,0.5,2.3,19.6866666666667
4827,532,Energieversorgung Schänis AG,10386012345,H5,8.7208,6.43457142857143,0.5,2.3,17.9553714285714
4828,532,Energieversorgung Schänis AG,10386012345,H6,7.19424,6.13037142857143,0.5,2.3,16.1246114285714
4829,532,Energieversorgung Schänis AG,10386012345,H7,8.18637362637362,6.54247252747253,0.5,2.3,17.5288461538462
4830,532,Energieversorgung Schänis AG,10386012345,H8,9.10009523809524,6.72007142857143,0.5,2.3,18.6201666666667
4831,532,Energieversorgung Schänis AG,10386012345,C1,9.80625,7.3246875,0.5,2.3,19.9309375
4832,532,Energieversorgung Schänis AG,10386012345,C2,8.6724,7.2993,0.5,2.3,18.7717
4833,532,Energieversorgung Schänis AG,10386012345,C3,8.956,5.26891666666667,0.5,2.3,17.0249166666667
4834,532,Energieversorgung Schänis AG,10386012345,C4,8.264,5.1667,0.5,2.3,16.2307
4835,532,Energieversorgung Schänis AG,10386012345,C6,5.29747777777778,5.07847222222222,0.5,2.3,13.17595
4836,615,Eniwa AG,10242012345,H1,14.3391071428571,7.91324404761905,0.85,2.3,25.4023511904762
4837,615,Eniwa AG,10242012345,H2,11.7485714285714,7.88685714285715,0.85,2.3,22.7854285714286
4838,615,Eniwa AG,10242012345,H3,9.21142857142857,7.35936507936508,0.85,2.3,19.7207936507937
4839,615,Eniwa AG,10242012345,H4,9.77333333333333,7.94,0.85,2.3,20.8633333333333
4840,615,Eniwa AG,10242012345,H5,8.28428571428571,7.44842857142857,0.85,2.3,18.8827142857143
4841,615,Eniwa AG,10242012345,H6,6.66435571428571,6.92452857142857,0.85,2.3,16.7388842857143
4842,615,Eniwa AG,10242012345,H7,7.82104395604396,7.63425824175824,0.85,2.3,18.6053021978022
4843,615,Eniwa AG,10242012345,H8,8.76011904761905,7.94012301587302,0.85,2.3,19.8502420634921
4844,615,Eniwa AG,10242012345,C1,9.6728125,8.98140625,0.85,2.3,21.80421875
4845,615,Eniwa AG,10242012345,C2,8.5855,8.93768333333334,0.85,2.3,20.6731833333333
4846,615,Eniwa AG,10242012345,C3,7.01333333333333,7.89333333333333,0.85,2.3,18.0566666666667
4847,615,Eniwa AG,10242012345,C4,6.5446,7.66,0.85,2.3,17.3546
4848,615,Eniwa AG,10242012345,C5,3.7248,7.66,0.7,2.3,14.3848
4849,615,Eniwa AG,10242012345,C6,3.43686666666667,7.60422222222222,0.7,2.3,14.0410888888889
4850,615,Eniwa AG,10242012345,C7,2.99539570195293,7.3582523398431,0.7,2.3,13.353648041796
4851,534,eug Elektra Untergäu,10002012345,H1,13.849375,6.455,0.57,2.3,23.174375
4852,534,eug Elektra Untergäu,10002012345,H2,10.9908571428571,6.40427428571429,0.57,2.3,20.2651314285714
4853,534,eug Elektra Untergäu,10002012345,H3,7.32380952380952,5.91348571428571,0.57,2.3,16.1072952380952
4854,534,eug Elektra Untergäu,10002012345,H4,8.84809523809524,6.40125714285714,0.57,2.3,18.1193523809524
4855,534,eug Elektra Untergäu,10002012345,H5,6.43314285714286,5.96980571428571,0.57,2.3,15.2729485714286
4856,534,eug Elektra Untergäu,10002012345,H6,3.84794285714286,5.50094171428571,0.57,2.3,12.2188845714286
4857,534,eug Elektra Untergäu,10002012345,H7,5.24915384615385,6.092,0.57,2.3,14.2111538461538
4858,534,eug Elektra Untergäu,10002012345,H8,7.78221428571429,6.40150857142857,0.57,2.3,17.0537228571429
4859,534,eug Elektra Untergäu,10002012345,C1,8.990625,6.8202,0.57,2.3,18.680825
4860,534,eug Elektra Untergäu,10002012345,C2,7.7897916666666704,6.78793333333333,0.57,2.3,17.447725
4861,534,eug Elektra Untergäu,10002012345,C3,7.87879166666667,6.164025,0.57,2.3,16.9128166666667
4862,534,eug Elektra Untergäu,10002012345,C4,7.0781625,5.80982125,0.57,2.3,15.75798375
4863,535,EV Egerkingen,10802012345,H1,11.3621875,7.13166666666667,0.3,2.3,21.0938541666667
4864,535,EV Egerkingen,10802012345,H2,9.1652,7.0944,0.3,2.3,18.8596
4865,535,EV Egerkingen,10802012345,H3,7.10066666666667,6.69688888888889,0.3,2.3,16.3975555555556
4866,535,EV Egerkingen,10802012345,H4,7.45633333333333,7.08688888888889,0.3,2.3,17.1432222222222
4867,535,EV Egerkingen,10802012345,H5,6.25686666666667,6.73993333333333,0.3,2.3,15.5968
4868,535,EV Egerkingen,10802012345,H6,5.04106,6.36112285714286,0.3,2.3,14.0021828571429
4869,535,EV Egerkingen,10802012345,H7,5.79280769230769,6.8315,0.3,2.3,15.2243076923077
4870,535,EV Egerkingen,10802012345,H8,6.55062777777778,7.08710555555556,0.3,2.3,16.2377333333333
4871,535,EV Egerkingen,10802012345,C1,6.62967708333333,7.27507291666667,0.3,2.3,16.50475
4872,535,EV Egerkingen,10802012345,C2,9.92189444444444,7.24223888888889,0.3,2.3,19.7641333333333
4873,535,EV Egerkingen,10802012345,C3,6.92083333333333,6.97538888888889,0.3,2.3,16.4962222222222
4874,535,EV Egerkingen,10802012345,C4,6.17075,6.78638333333334,0.3,2.3,15.5571333333333
4875,535,EV Egerkingen,10802012345,C5,4.89255,6.18,0.3,2.3,13.67255
4876,535,EV Egerkingen,10802012345,C6,4.5157,6.18,0.3,2.3,13.2957
4877,535,EV Egerkingen,10802012345,C7,3.98815243833118,6.18,0.3,2.3,12.7681524383312
4878,536,EV Energieversorgung Biberist,10854012345,H1,18.14,5.7,1.0,2.3,27.14
4879,536,EV Energieversorgung Biberist,10854012345,H2,14.684,5.7,1.0,2.3,23.684
4880,536,EV Energieversorgung Biberist,10854012345,H3,11.9533333333333,5.7,1.0,2.3,20.9533333333333
4881,536,EV Energieversorgung Biberist,10854012345,H4,11.9533333333333,5.7,1.0,2.3,20.9533333333333
4882,536,EV Energieversorgung Biberist,10854012345,H5,9.58,5.7,1.0,2.3,18.58
4883,536,EV Energieversorgung Biberist,10854012345,H6,7.802,5.7,1.0,2.3,16.802
4884,536,EV Energieversorgung Biberist,10854012345,H7,8.86538461538462,5.7,1.0,2.3,17.8653846153846
4885,536,EV Energieversorgung Biberist,10854012345,H8,10.348,5.7,1.0,2.3,19.348
4886,536,EV Energieversorgung Biberist,10854012345,C1,10.46,5.7,1.0,2.3,19.46
4887,536,EV Energieversorgung Biberist,10854012345,C2,9.052,5.7,1.0,2.3,18.052
4888,536,EV Energieversorgung Biberist,10854012345,C3,10.22,5.7,1.0,2.3,19.22
4889,536,EV Energieversorgung Biberist,10854012345,C4,9.856,5.7,1.0,2.3,18.856
4890,536,EV Energieversorgung Biberist,10854012345,C5,9.856,5.7,1.0,2.3,18.856
4891,536,EV Energieversorgung Biberist,10854012345,C6,9.572,5.7,1.0,2.3,18.572
4892,536,EV Energieversorgung Biberist,10854012345,C7,9.18624,5.7,1.0,2.3,18.18624
4893,311,EV Gebenstorf AG,10621012345,H1,13.6162648809524,6.08854166666667,0.7,2.3,22.7048065476191
4894,311,EV Gebenstorf AG,10621012345,H2,11.1354285714286,6.064,0.7,2.3,20.1994285714286
4895,311,EV Gebenstorf AG,10621012345,H3,8.60412698412699,5.76888888888889,0.7,2.3,17.3730158730159
4896,311,EV Gebenstorf AG,10621012345,H4,9.24350793650794,6.07755555555555,0.7,2.3,18.3210634920635
4897,311,EV Gebenstorf AG,10621012345,H5,7.73039047619048,5.81053333333333,0.7,2.3,16.5409238095238
4898,311,EV Gebenstorf AG,10621012345,H6,5.45350857142857,5.52316,0.7,2.3,13.9766685714286
4899,311,EV Gebenstorf AG,10621012345,H7,6.71257142857143,5.89953846153846,0.7,2.3,15.6121098901099
4900,311,EV Gebenstorf AG,10621012345,H8,8.2837380952381,6.07766666666667,0.7,2.3,17.3614047619048
4901,311,EV Gebenstorf AG,10621012345,C1,9.0103125,6.471875,0.7,2.3,18.4821875
4902,311,EV Gebenstorf AG,10621012345,C2,7.9721,6.4486,0.7,2.3,17.4207
4903,311,EV Gebenstorf AG,10621012345,C3,6.70266666666667,5.25066666666667,0.7,2.3,14.9533333333333
4904,311,EV Gebenstorf AG,10621012345,C4,6.23213333333333,5.11353333333333,0.7,2.3,14.3456666666667
4905,311,EV Gebenstorf AG,10621012345,C5,4.57493333333333,4.8838,0.7,2.3,12.4587333333333
4906,311,EV Gebenstorf AG,10621012345,C6,4.25155555555556,4.907,0.7,2.3,12.1585555555556
4907,311,EV Gebenstorf AG,10621012345,C7,3.74535047482391,4.7839192841769,0.7,2.3,11.5292697590008
4908,537,EV Zeiningen,10828012345,H1,10.2795833333333,8.80208333333333,0.74,2.3,22.1216666666667
4909,537,EV Zeiningen,10828012345,H2,8.198,7.714,0.74,2.3,18.952
4910,537,EV Zeiningen,10828012345,H3,5.68333333333333,6.73,0.74,2.3,15.4533333333333
4911,537,EV Zeiningen,10828012345,H4,6.69755555555555,6.87488888888889,0.74,2.3,16.6124444444444
4912,537,EV Zeiningen,10828012345,H5,5.04153333333333,6.31978571428571,0.74,2.3,14.401319047619
4913,537,EV Zeiningen,10828012345,H6,3.29046,5.7479,0.74,2.3,12.07836
4914,537,EV Zeiningen,10828012345,H7,4.87080769230769,6.10303846153846,0.74,2.3,14.0138461538462
4915,537,EV Zeiningen,10828012345,H8,5.89775,6.44825,0.74,2.3,15.386
4916,537,EV Zeiningen,10828012345,C1,7.34765625,6.62609375,0.74,2.3,17.01375
4917,537,EV Zeiningen,10828012345,C2,6.43006666666667,6.17286666666667,0.74,2.3,15.6429333333333
4918,537,EV Zeiningen,10828012345,C3,6.68,5.26,0.74,2.3,14.98
4919,537,EV Zeiningen,10828012345,C4,6.0765,5.13641666666667,0.74,2.3,14.2529166666667
4920,538,EVG Grächen AG,10795012345,H1,12.465,9.15,1.1,2.3,25.015
4921,538,EVG Grächen AG,10795012345,H2,10.71,9.15,1.1,2.3,23.26
4922,538,EVG Grächen AG,10795012345,H3,9.32333333333333,8.79377777777778,1.1,2.3,21.5171111111111
4923,538,EVG Grächen AG,10795012345,H4,9.32333333333333,9.15,1.1,2.3,21.8733333333333
4924,538,EVG Grächen AG,10795012345,H5,8.63,8.83093333333333,1.1,2.3,20.8609333333333
4925,538,EVG Grächen AG,10795012345,H6,7.902,8.45928,1.1,2.3,19.76128
4926,538,EVG Grächen AG,10795012345,H7,8.19,8.83527197802198,1.1,2.3,20.425271978022
4927,538,EVG Grächen AG,10795012345,H8,8.63,9.17046666666667,1.1,2.3,21.2004666666667
4928,538,EVG Grächen AG,10795012345,C1,8.565,9.15,1.1,2.3,21.115
4929,538,EVG Grächen AG,10795012345,C2,7.85,9.15,1.1,2.3,20.4
4930,538,EVG Grächen AG,10795012345,C3,7.89,8.28933333333333,1.1,2.3,19.5793333333333
4931,538,EVG Grächen AG,10795012345,C4,7.69,8.1792,1.1,2.3,19.2692
4932,539,EVN Energieversorgung Nikolai AG,10887012345,H1,16.59,7.26375,1.07,2.3,27.22375
4933,539,EVN Energieversorgung Nikolai AG,10887012345,H2,13.62,7.254,1.07,2.3,24.244
4934,539,EVN Energieversorgung Nikolai AG,10887012345,H3,11.2733333333333,6.70555555555555,1.07,2.3,21.3488888888889
4935,539,EVN Energieversorgung Nikolai AG,10887012345,H4,11.2733333333333,7.24822222222222,1.07,2.3,21.8915555555556
4936,539,EVN Energieversorgung Nikolai AG,10887012345,H5,10.1,6.74533333333333,1.07,2.3,20.2153333333333
4937,539,EVN Energieversorgung Nikolai AG,10887012345,H6,8.868,6.73044,1.07,2.3,18.96844
4938,539,EVN Energieversorgung Nikolai AG,10887012345,H7,9.35538461538462,7.21446153846154,1.07,2.3,19.9398461538462
4939,539,EVN Energieversorgung Nikolai AG,10887012345,H8,10.1,7.2514,1.07,2.3,20.7214
4940,539,EVN Energieversorgung Nikolai AG,10887012345,C1,9.99,7.1825,1.07,2.3,20.5425
4941,539,EVN Energieversorgung Nikolai AG,10887012345,C2,8.78,7.28,1.07,2.3,19.43
4942,539,EVN Energieversorgung Nikolai AG,10887012345,C3,9.82,6.77166666666667,1.07,2.3,19.9616666666667
4943,539,EVN Energieversorgung Nikolai AG,10887012345,C4,9.592,6.61725,1.07,2.3,19.57925
4944,540,EVR Energieversorgung Raron AG,10886012345,H1,10.615,7.9496875,0.95,2.3,21.8146875
4945,540,EVR Energieversorgung Raron AG,10886012345,H2,8.59,7.939,0.95,2.3,19.779
4946,540,EVR Energieversorgung Raron AG,10886012345,H3,6.99,7.46733333333333,0.95,2.3,17.7073333333333
4947,540,EVR Energieversorgung Raron AG,10886012345,H4,6.99,7.93266666666667,0.95,2.3,18.1726666666667
4948,540,EVR Energieversorgung Raron AG,10886012345,H5,6.19,7.50906666666667,0.95,2.3,16.9490666666667
4949,540,EVR Energieversorgung Raron AG,10886012345,H6,5.35,7.5012,0.95,2.3,16.1012
4950,540,EVR Energieversorgung Raron AG,10886012345,H7,5.68230769230769,8.01015384615385,0.95,2.3,16.9424615384615
4951,540,EVR Energieversorgung Raron AG,10886012345,H8,6.19,8.043,0.95,2.3,17.483
4952,540,EVR Energieversorgung Raron AG,10886012345,C1,6.115,7.860625,0.95,2.3,17.225625
4953,540,EVR Energieversorgung Raron AG,10886012345,C2,5.29,7.9675,0.95,2.3,16.5075
4954,540,EVR Energieversorgung Raron AG,10886012345,C3,6.94,7.02333333333333,0.95,2.3,17.2133333333333
4955,540,EVR Energieversorgung Raron AG,10886012345,C4,6.74,6.87065,0.95,2.3,16.86065
4956,540,EVR Energieversorgung Raron AG,10886012345,C5,4.682,6.87065,0.95,2.3,14.80265
4957,540,EVR Energieversorgung Raron AG,10886012345,C6,4.394,7.00885,0.95,2.3,14.65285
4958,540,EVR Energieversorgung Raron AG,10886012345,C7,3.96776,6.79826445674851,0.95,2.3,14.0160244567485
4959,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,H1,17.165,5.55,1.0,2.3,26.015
4960,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,H2,14.33,5.55,1.0,2.3,23.18
4961,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,H3,10.6404761904762,5.13866666666667,1.0,2.3,19.0791428571429
4962,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,H4,11.5938095238095,5.54933333333333,1.0,2.3,20.4431428571429
4963,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,H5,9.61457142857143,5.1792,1.0,2.3,18.0937714285714
4964,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,H6,7.49845897142857,4.77376,1.0,2.3,15.5722189714286
4965,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,H7,9.11065934065934,5.26830769230769,1.0,2.3,17.678967032967
4966,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,H8,10.4744285714286,5.39133333333333,1.0,2.3,19.1657619047619
4967,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,C1,11.0209375,5.83025,1.0,2.3,20.1511875
4968,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,C2,9.81475,5.8082,1.0,2.3,18.92295
4969,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,C3,7.454,5.87866666666667,1.0,2.3,16.6326666666667
4970,541,EVTL EnergieVersorgung Talschaft Lötschen AG,10949012345,C4,6.8052,5.6108,1.0,2.3,15.716
4971,542,EVU Flums AG,10559012345,H1,21.2215476190476,7.00446428571428,0.0,2.3,30.5260119047619
4972,542,EVU Flums AG,10559012345,H2,17.12,6.98914285714286,0.0,2.3,26.4091428571429
4973,542,EVU Flums AG,10559012345,H3,12.7288888888889,6.68285714285714,0.0,2.3,21.711746031746
4974,542,EVU Flums AG,10559012345,H4,14.04,7.02,0.0,2.3,23.36
4975,542,EVU Flums AG,10559012345,H5,11.33,6.73457142857143,0.0,2.3,20.3645714285714
4976,542,EVU Flums AG,10559012345,H6,8.467,6.43037142857143,0.0,2.3,17.1973714285714
4977,542,EVU Flums AG,10559012345,H7,10.7342307692308,6.84247252747253,0.0,2.3,19.8767032967033
4978,542,EVU Flums AG,10559012345,H8,12.4402777777778,7.02007142857143,0.0,2.3,21.7603492063492
4979,542,EVU Flums AG,10559012345,C1,14.6415625,7.6246875,0.0,2.3,24.56625
4980,542,EVU Flums AG,10559012345,C2,12.0555,7.4993,0.0,2.3,21.8548
4981,542,EVU Flums AG,10559012345,C3,10.1,6.944,0.0,2.3,19.344
4982,542,EVU Flums AG,10559012345,C4,9.376,6.734,0.0,2.3,18.41
4983,542,EVU Flums AG,10559012345,C5,5.01,6.6181,0.0,2.3,13.9281
4984,542,EVU Flums AG,10559012345,C6,4.73,6.53416666666667,0.0,2.3,13.5641666666667
4985,542,EVU Flums AG,10559012345,C7,4.3156,6.31242710585879,0.0,2.3,12.9280271058588
4986,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,H1,12.615,6.94625,0.0,2.3,21.86125
4987,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,H2,10.59,6.938,0.0,2.3,19.828
4988,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,H3,8.99,6.62066666666666,0.0,2.3,17.9106666666667
4989,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,H4,8.99,6.94466666666667,0.0,2.3,18.2346666666667
4990,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,H5,8.19,6.642,0.0,2.3,17.132
4991,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,H6,7.35,6.72564,0.0,2.3,16.37564
4992,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,H7,7.68230769230769,6.95769230769231,0.0,2.3,16.94
4993,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,H8,8.19,6.9452,0.0,2.3,17.4352
4994,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,C1,8.115,6.8775,0.0,2.3,17.2925
4995,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,C2,7.29,6.96,0.0,2.3,16.55
4996,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,C3,7.14,7.15033333333333,0.0,2.3,16.5903333333333
4997,543,EVWR Energiedienste Visp-Westlich Raron AG,10885012345,C4,6.94,6.9946,0.0,2.3,16.2346
4998,544,EW Aadorf,10187012345,H1,14.8605357142857,6.63363095238095,0.0,2.3,23.7941666666667
4999,544,EW Aadorf,10187012345,H2,11.8274285714286,6.59857142857143,0.0,2.3,20.726
5000,544,EW Aadorf,10187012345,H3,8.72190476190476,6.17698412698413,0.0,2.3,17.1988888888889
5001,544,EW Aadorf,10187012345,H4,9.51561904761905,6.61793650793651,0.0,2.3,18.4335555555556
5002,544,EW Aadorf,10187012345,H5,7.65565714285714,6.23647619047619,0.0,2.3,16.1921333333333
5003,544,EW Aadorf,10187012345,H6,5.68469714285714,5.82594285714286,0.0,2.3,13.81064
5004,544,EW Aadorf,10187012345,H7,7.13991208791209,6.36362637362637,0.0,2.3,15.8035384615385
5005,544,EW Aadorf,10187012345,H8,8.34257142857143,6.61809523809524,0.0,2.3,17.2606666666667
5006,544,EW Aadorf,10187012345,C1,9.24625,7.18125,0.0,2.3,18.7275
5007,544,EW Aadorf,10187012345,C2,7.9764,7.148,0.0,2.3,17.4244
5008,544,EW Aadorf,10187012345,C3,7.59066666666667,7.008,0.0,2.3,16.8986666666667
5009,544,EW Aadorf,10187012345,C4,6.73853333333333,6.7649,0.0,2.3,15.8034333333333
5010,544,EW Aadorf,10187012345,C5,6.09906666666667,6.7649,0.0,2.3,15.1639666666667
5011,544,EW Aadorf,10187012345,C6,5.55124444444444,6.81516666666667,0.0,2.3,14.6664111111111
5012,544,EW Aadorf,10187012345,C7,4.63144809352989,6.54849178238328,0.0,2.3,13.4799398759132
5013,545,EW Elektra Auenhofen,10578012345,H1,22.29,4.5,0.0,2.3,29.09
5014,545,EW Elektra Auenhofen,10578012345,H2,18.24,4.5,0.0,2.3,25.04
5015,545,EW Elektra Auenhofen,10578012345,H3,15.04,4.5,0.0,2.3,21.84
5016,545,EW Elektra Auenhofen,10578012345,H4,15.04,4.5,0.0,2.3,21.84
5017,545,EW Elektra Auenhofen,10578012345,H5,13.44,4.5,0.0,2.3,20.24
5018,545,EW Elektra Auenhofen,10578012345,H6,11.76,4.5,0.0,2.3,18.56
5019,545,EW Elektra Auenhofen,10578012345,H7,12.4246153846154,4.5,0.0,2.3,19.2246153846154
5020,545,EW Elektra Auenhofen,10578012345,H8,13.44,4.5,0.0,2.3,20.24
5021,545,EW Elektra Auenhofen,10578012345,C1,13.29,4.5,0.0,2.3,20.09
5022,545,EW Elektra Auenhofen,10578012345,C2,10.65,4.5,0.0,2.3,17.45
5023,545,EW Elektra Auenhofen,10578012345,C3,8.562,4.5,0.0,2.3,15.362
5024,546,EW Gletsch,10962012345,H1,21.49,5.8,0.0,2.3,29.59
5025,546,EW Gletsch,10962012345,H2,17.44,5.8,0.0,2.3,25.54
5026,546,EW Gletsch,10962012345,H3,14.24,5.8,0.0,2.3,22.34
5027,546,EW Gletsch,10962012345,H4,14.24,5.8,0.0,2.3,22.34
5028,546,EW Gletsch,10962012345,H5,12.64,5.8,0.0,2.3,20.74
5029,546,EW Gletsch,10962012345,H6,10.96,5.8,0.0,2.3,19.06
5030,546,EW Gletsch,10962012345,H7,11.6246153846154,5.8,0.0,2.3,19.7246153846154
5031,546,EW Gletsch,10962012345,H8,12.64,5.8,0.0,2.3,20.74
5032,546,EW Gletsch,10962012345,C1,12.49,5.8,0.0,2.3,20.59
5033,546,EW Gletsch,10962012345,C2,10.84,5.8,0.0,2.3,18.94
5034,546,EW Gletsch,10962012345,C3,11.6266666666667,5.8,0.0,2.3,19.7266666666667
5035,546,EW Gletsch,10962012345,C4,11.416,5.8,0.0,2.3,19.516
5036,431,EW GOMS Holding AG,10067012345,H1,11.84,7.0,0.5,2.3,21.64
5037,431,EW GOMS Holding AG,10067012345,H2,9.4044,6.7404,0.5,2.3,18.9448
5038,431,EW GOMS Holding AG,10067012345,H3,7.10911111111111,6.36688888888889,0.5,2.3,16.276
5039,431,EW GOMS Holding AG,10067012345,H4,7.86064285714286,6.71766666666667,0.5,2.3,17.3783095238095
5040,431,EW GOMS Holding AG,10067012345,H5,6.4385,6.3994,0.5,2.3,15.6379
5041,431,EW GOMS Holding AG,10067012345,H6,4.89607,6.04582,0.5,2.3,13.74189
5042,431,EW GOMS Holding AG,10067012345,H7,6.1052032967033,6.46946153846154,0.5,2.3,15.3746648351648
5043,431,EW GOMS Holding AG,10067012345,H8,7.10735555555556,6.71791111111111,0.5,2.3,16.6252666666667
5044,431,EW GOMS Holding AG,10067012345,C1,6.48291666666667,6.82720833333333,0.5,2.3,16.110125
5045,431,EW GOMS Holding AG,10067012345,C2,9.89055555555556,6.80261111111111,0.5,2.3,19.4931666666667
5046,431,EW GOMS Holding AG,10067012345,C3,6.95222222222222,6.82644444444444,0.5,2.3,16.5786666666667
5047,431,EW GOMS Holding AG,10067012345,C4,6.43233333333333,6.66376666666666,0.5,2.3,15.8961
5048,547,EW Höfe AG,10021012345,H1,12.5597172619048,6.44181547619048,0.06,2.3,21.3615327380952
5049,547,EW Höfe AG,10021012345,H2,10.0648571428571,6.42428571428572,0.06,2.3,18.8491428571429
5050,547,EW Höfe AG,10021012345,H3,7.36492063492063,6.21349206349206,0.06,2.3,15.9384126984127
5051,547,EW Höfe AG,10021012345,H4,8.18068253968254,6.43396825396825,0.06,2.3,16.9746507936508
5052,547,EW Höfe AG,10021012345,H5,6.51498095238095,6.2432380952381,0.06,2.3,15.118219047619
5053,547,EW Höfe AG,10021012345,H6,4.74749428571429,6.03797142857143,0.06,2.3,13.1454657142857
5054,547,EW Höfe AG,10021012345,H7,6.46026373626374,6.07232142857143,0.06,2.3,14.8925851648352
5055,547,EW Höfe AG,10021012345,H8,7.22097619047619,6.43404761904762,0.06,2.3,16.0150238095238
5056,547,EW Höfe AG,10021012345,C1,8.1728125,6.715625,0.06,2.3,17.2484375
5057,547,EW Höfe AG,10021012345,C2,7.1213,6.699,0.06,2.3,16.1803
5058,547,EW Höfe AG,10021012345,C3,8.00219618254444,6.04866666666667,0.06,2.3,16.4108628492111
5059,547,EW Höfe AG,10021012345,C4,7.3841093841515,5.85543333333333,0.06,2.3,15.5995427174848
5060,547,EW Höfe AG,10021012345,C5,5.36676666666667,5.85543333333333,0.06,2.3,13.5822
5061,547,EW Höfe AG,10021012345,C6,4.90094444444444,5.89538888888889,0.06,2.3,13.1563333333333
5062,547,EW Höfe AG,10021012345,C7,4.20172845144144,5.68341654497133,0.06,2.3,12.2451449964128
5063,548,EW Jaun Energie AG,10028012345,H1,18.665,8.15,0.1,2.3,29.215
5064,548,EW Jaun Energie AG,10028012345,H2,14.876,7.9824,0.1,2.3,25.2584
5065,548,EW Jaun Energie AG,10028012345,H3,11.26,7.27911111111111,0.1,2.3,20.9391111111111
5066,548,EW Jaun Energie AG,10028012345,H4,12.61,7.96911111111111,0.1,2.3,22.9791111111111
5067,548,EW Jaun Energie AG,10028012345,H5,10.289,7.35526666666667,0.1,2.3,20.0442666666667
5068,548,EW Jaun Energie AG,10028012345,H6,7.69946,5.54856,0.1,2.3,15.64802
5069,548,EW Jaun Energie AG,10028012345,H7,10.16725,7.37426923076923,0.1,2.3,19.9415192307692
5070,548,EW Jaun Energie AG,10028012345,H8,11.49075,7.96949444444444,0.1,2.3,21.8602444444444
5071,548,EW Jaun Energie AG,10028012345,C1,12.03640625,8.30205208333333,0.1,2.3,22.7384583333333
5072,548,EW Jaun Energie AG,10028012345,C2,11.8353388888889,7.94396111111111,0.1,2.3,22.1793
5073,549,EW Lachen AG,10483012345,H1,13.1507142857143,6.04345982142857,0.17,2.3,21.6641741071429
5074,549,EW Lachen AG,10483012345,H2,11.1765714285714,6.01874285714286,0.17,2.3,19.6653142857143
5075,549,EW Lachen AG,10483012345,H3,8.67142857142857,5.72152380952381,0.17,2.3,16.8629523809524
5076,549,EW Lachen AG,10483012345,H4,9.72971428571429,6.03239523809524,0.17,2.3,18.2321095238095
5077,549,EW Lachen AG,10483012345,H5,8.06754285714286,5.76346571428571,0.17,2.3,16.3010085714286
5078,549,EW Lachen AG,10483012345,H6,6.29826285714286,5.47403971428571,0.17,2.3,14.2423025714286
5079,549,EW Lachen AG,10483012345,H7,7.89885714285714,5.85310659340659,0.17,2.3,16.2219637362637
5080,549,EW Lachen AG,10483012345,H8,8.98342857142857,6.03250714285714,0.17,2.3,17.4859357142857
5081,549,EW Lachen AG,10483012345,C1,10.265,6.42953125,0.17,2.3,19.16453125
5082,549,EW Lachen AG,10483012345,C2,9.4152,6.40609,0.17,2.3,18.29129
5083,549,EW Lachen AG,10483012345,C3,7.98,5.51321666666667,0.17,2.3,15.9632166666667
5084,549,EW Lachen AG,10483012345,C4,7.532,5.41947,0.17,2.3,15.42147
5085,549,EW Lachen AG,10483012345,C5,5.132,5.41947,0.17,2.3,13.02147
5086,549,EW Lachen AG,10483012345,C6,4.804,5.38681833333333,0.17,2.3,12.6608183333333
